Company Name,Scrip Code
shemaroo entertainment limited,538685
rudrabhishek enterp ltd,205597
bharat parenterals limited,541096
poddar pigments ltd.,524570
veritas (india) ltd.,512229
tuticorin alkali chemicals and,506808
shri bajrang alliance limited,526981
swelect energy systems limited,532051
skm egg products export (india,532143
tpl plastech ltd.,526582
shree ganesh remedies limited,540737
bnk capital markets ltd.,500069
permanent magnets ltd.,504132
kothari sug & chem ltd.,203887
r.k.manufacturing co ltd,201148
orissa bengal carrier limited,541206
sintex industries ltd.,502742
j.l.morison (india) ltd.,506522
sika interplant systems ltd.,523606
shanti educational initiatives,539921
suyog telematics ltd,537259
tyche industries ltd.,532384
sukhjit starch & chemicals ltd,524542
apollo sindoori hotel ltd,205935
sarla performance fibers ltd.,526885
salzer electronics ltd.,517059
oriental rail infrastructure l,531859
united nilgiri tea ltd,202383
som distilleries & breweries l,507514
resonance specialties ltd.,524218
zenotech laboratories ltd.,532039
vintage coffee and beverages l,538920
verum properties limited,205042
sintex plastics technology ltd,540653
sheetal cool products limited,540757
krishana phoschem limited,201480
mmp industries limited,203210
moksh ornaments limited,208106
zim laboratories limited,541400
simplex trading & agencies ltd,504382
taal enterprises limited,539956
vivimed labs ltd.,532660
ufo moviez india limited,539141
gkw limited,203307
virinchi limited,532372
reliance naval and engineering,533107
grandeur products limited,539235
piccadily agro industries ltd.,530305
euro (i) fresh foods ltd,201720
praxis home retail limited,540901
xtglobal infotech limited,531225
urja global ltd.,526987
uday jewellery industries limi,539518
yash pakka limited,516030
srg housing finance ltd.,534680
zee learn ltd.,533287
indo-national limited,208326
orient abrasives ltd.,504879
stel holdings limited,533316
globe textiles (i) ltd.,208134
radhika jeweltech limited,540125
the indian wood products co. l,540954
milkfood ltd.,507621
t t ltd.,514142
starlineps enterprises limited,540492
pil italica lifestyle limited,500327
kappac pharma ltd.,506938
neelamalai agro industries ltd,508670
revathi equipment ltd.,505368
sakthi sugars ltd.,507315
rana sugars ltd.,507490
silver touch techno ltd,206163
moneytech finlease limite,205504
shivam autotech ltd.,532776
singer india ltd.,505729
mahanivesh (india) ltd.,530441
airan limited,205346
accuracy shipping limited,206123
menon pistons ltd.,531727
nicco parks & resorts ltd.,526721
wealth frst port. mg. ltd,200627
sri sarvaraya sugars ltd,206779
multibase india ltd.,526169
dangee dums limited,203433
mercantile ventures limited,538942
ganga forging limited,208199
taneja aerospace & aviation lt,522229
unitech ltd.,507878
videocon industries ltd.,511389
shiva texyarn ltd.,511108
walchandnagar industries ltd.,507410
superhouse ltd.,523283
mahavir advanced remedies ltd.,531689
kothari petrochem ltd,203356
oricon enterprises ltd.,513121
sakar healthcare limited,200519
star paper mills ltd.,516022
modison metals ltd.,506261
akash infra-projects ltd,202949
msp steel & power ltd.,532650
rajshree polypack ltd,205040
transformers and rectifiers (i,532928
mep infrastructure developers,539126
lifeline drugs & pharma ltd.,506113
nath industries limited,502587
rkec projects limited,200105
panasonic energy india company,504093
panchmahal steel ltd.,513511
sanmit infra limited,532435
ruchira papers ltd.,532785
til ltd.,505196
s chand and company limited,540497
pasupati acrylon ltd.,500456
elgi rubber co. ltd,200535
tcpl packaging ltd.,523301
mirc electronics ltd.,500279
modi rubber ltd.,500890
mold-tek technologies ltd.,526263
ponni sugars (erode) ltd.,532460
jocil limited,204263
ador fontech ltd.,530431
websol energy system ltd.,517498
nitco ltd.,532722
premier explosives ltd.,526247
d p wires limited,201790
raghuvansh agrofarms limited,538921
pudumjee paper products limite,539785
amrit corp.ltd.,507525
tembo global ind ltd,200761
srei infrastructure finance lt,523756
nandan denim limited,532641
setco automotive ltd.,505075
pacific industries ltd.,523483
pioneer distilleries ltd.,531879
madhya bharat agro p. ltd,203569
yantra natural resources ltd.,531693
monarch networth capital limit,511551
ind-swift laboratories ltd.,532305
veto switchgears and cables li,539331
ntc industries ltd.,526723
u p electricals limited,202251
sil investments ltd.,521194
nikhil adhesives ltd.,526159
pennar industries ltd.,513228
surat textile mills ltd.,530185
nila infrastructures ltd.,530377
vipul ltd.,511726
trigyn technologies ltd.,517562
raj television network ltd.,532826
scoobee day garments (india) l,531234
siti networks ltd.,532795
saraswati commercial (india) l,512020
raghuvir synthetics ltd.,514316
shyam century ferrous limited,539252
south west pinnacle ltd,206259
sinclairs hotels ltd.,523023
creative newtech limited,200415
radhe developers (india) ltd.,531273
newtime infrastructure limited,531959
orient green power company ltd,533263
reliance capital ltd.,500111
wim plast ltd.,526586
sastasundar ventures limited,533259
xelpmoc design and tech limite,542367
spencer's retail limited,542337
nalwa sons investments ltd.,532256
nectar lifesciences ltd.,532649
conso. fin. & hold. ltd.,203559
savita oil technologies ltd.,524667
uniphos enterprises ltd.,500429
tv today network ltd.,532515
jash engineering limited,204665
nelco ltd.,504112
reliance industrial infrastruc,523445
rane (madras) ltd.,532661
vardhman special steels ltd.,534392
timex group india ltd.,500414
wonderla holidays ltd,538268
saint-gobain sekurit india ltd,515043
siyaram silk mills ltd.,503811
themis medicare ltd.,530199
plastiblends india ltd.,523648
thangamayil jewellery ltd,533158
mishtann foods limited,539594
nucleus software exports ltd.,531209
nureca limited,543264
tarc limited,543249
suumaya corporation limited,543274
virescent renew ener trus,208250
windlas biotech limited,543329
smc global securities limited,543263
rpg life sciences ltd.,532983
hi-tech pipes limited,204355
tamil nadu newsprint & papers,531426
vardhaman acrylics ltd,201471
thejo engineering limited,204968
steelcast ltd.,513517
yaarii digital integrated serv,533520
tilaknagar industries ltd.,507205
take solutions ltd.,532890
oswal greentech limited,539290
southern petrochemicals ltd.,590030
tamilnadu petroproducts ltd.,500777
sandur manganese & iron ores l,504918
shaily engineering plastics lt,501423
max ventures and industries li,539940
new delhi television ltd.,532529
emrald commercial limited,205366
national standard (india) ltd.,504882
satia industries limited,539201
salasar techno engineering lim,540642
nelcast ltd.,532864
orchid pharma limited,524372
sundaram finance hold ltd,200995
ravindra energy limited,504341
rico auto industries ltd.,520008
power mech projects limited,539302
s.p. apparels limited,540048
udaipur cement works ltd.,530131
sadbhav engineering ltd.,532710
orissa sponge iron & steel ltd,504864
nitin spinners ltd.,532698
sasken technologies limited,532663
shree digvijay cement co.ltd.,502180
kelvin fincap ltd,512113
novartis india ltd.,500672
stylam industries limited,526951
patel engineering ltd.,531120
rane brake lining ltd.,532987
ramco systems ltd.,532370
vinyl chemicals (india) ltd.,524129
zen technologies ltd.,533339
d. p. abhushan limited,201765
vishnu chemicals ltd.,516072
wendt (india) ltd.,505412
shankara building products lim,540425
swaraj engines ltd.,500407
punjab chemicals and crop prot,506618
seacoast shipping services lim,542753
sandhar technologies limited,541163
navkar corporation limited,539332
universal cables ltd.,504212
sahyadri industries ltd.,532841
tgv sraac limited,507753
voith paper fabrics india ltd.,522122
nahar spinning mills ltd.,500296
sml isuzu limited,505192
the anup engineering ltd,542460
nacl industries limited,524709
rajapalayam mills ltd.,532503
muthoot capital services ltd.,511766
mukand ltd.,500460
tourism finance corporation of,526650
panama petrochem ltd.,524820
quick heal technologies limite,539678
nahar polyfilms ltd.,523391
svp global ventures ltd.,505590
syncom formulations (india) lt,524470
alba polymers limited,203288
sindhu trade links limited,532029
reliance communications ltd.,532712
sterling tools ltd.,530759
ujjivan financial services lim,539874
infobeans techno. ltd.,203334
nrb bearings ltd.,530367
unichem laboratories ltd.,506690
beta drugs limited,203739
nxtdigital limited,500189
zota health care limited,203811
dpsc limited,202249
vijay solvex ltd.,531069
n.b.i. ind. fin. co. ltd,201684
precision wires india ltd.,523539
rane holdings ltd.,505800
yuken india ltd.,522108
shivalik bimetal controls ltd.,513097
jtl infra limited,208304
visaka industries ltd.,509055
prataap snacks limited,540724
ultramarine & pigments ltd.,506685
venus remedies ltd.,526953
vaarad ventures ltd,532320
t d power systems ltd.,533553
tvs srichakra ltd.,509243
suryoday small finance bank li,543279
safari industries (india) ltd.,523025
vishwaraj sugar ind ltd,208313
vishwaraj sugar industries lim,542852
texmaco infrastructure & holdi,505400
skipper ltd,538562
xpro india ltd.,590013
nath bio-genes (india) ltd,537291
pitti engineering limited,513519
pine animation limited,511421
nagarjuna fertilizers and chem,539917
dfm foods ltd.,519588
pg electroplast ltd.,533581
repro india ltd.,532687
niyogin fintech limited,538772
east india securities limited,541053
precision camshafts limited,539636
psp projects limited,540544
suven life sciences ltd.,530239
sangam (india) ltd.,514234
steel exchange india ltd.,534748
time technoplast ltd.,532856
summit securities ltd.,533306
shriram pist. & ring ltd,204296
roto pumps ltd.,517500
voltamp transformers ltd.,532757
shiva cement ltd.,532323
ptc india financial services l,533344
parsvnath developers ltd.,532780
shri jagdamba polymers ltd.,512453
rushil decor ltd.,533470
munjal showa ltd.,520043
vimta labs ltd.,524394
sandesh ltd.,526725
ugro capital limited,511742
national peroxide ltd.,500298
tajgvk hotels & resorts ltd.,532390
suumaya industries ltd,202781
orient paper & industries ltd.,502420
ptc industries ltd.,539006
sharda motor industries ltd,535602
shalby limited,540797
morganite crucible (india) ltd,523160
prakash industries ltd.,506022
punjab alkalies & chemicals lt,506852
orient bell limited,530365
rswm ltd.,500350
repco home finance ltd.,535322
titagarh wagons ltd.,532966
dhanvarsha finvest limited,540268
yasho industries limited,541167
balaxi pharma ltd,205972
texmaco rail & engineering ltd,533326
welspun enterprises limted,532553
saurashtra cement ltd.,502175
seshasayee paper & boards ltd.,502450
shanthi gears ltd.,522034
vidhi specialty food ingredien,531717
pokarna ltd.,532486
tanfac industries ltd.,506854
quint digital media limited,539515
rubfila international ltd.,500367
sutlej textiles & industries l,532782
securekloud technologies limit,512161
state trading corporation of i,512531
saksoft ltd.,590051
munjal auto industries ltd.,520059
transpek industry ltd.,506687
xchanging solutions ltd.,532616
vadilal industries ltd.,519156
vardhman holdings ltd.,500439
racl geartech limited,520073
vindhya telelinks ltd.,517015
vls finance ltd.,511333
shree pushkar chemicals & fert,539334
wheels india ltd.,590073
tips industries ltd.,532375
renaissance global limited,532923
nava bharat ventures ltd.,513023
orissa minerals development co,590086
pricol limited,540293
welspun specialty solutions li,500365
ncl industries ltd.,502168
snowman logistics ltd,538635
n.r.agarwal industries ltd.,516082
jsw ispat special products lim,513446
oriental hotels ltd.,500314
pix transmissions ltd.,500333
stovec industries ltd.,504959
vishal fabrics ltd,538598
shreyas shipping & logistics l,520151
tribhovandas bhimji zaveri ltd,534369
sadbhav infrastructure project,539346
wpil ltd.,505872
mirza international ltd.,526642
pc jeweller ltd.,534809
uttam sugar mills ltd.,532729
shivalik rasayan ltd.,539148
sirca paint india limited,200265
neuland laboratories ltd.,524558
omaxe ltd.,532880
rama phosphates ltd.,524037
onmobile,532944
sms pharmaceuticals ltd.,532815
satin creditcare network limit,539404
zuari agro chemicals ltd.,534742
rossell india ltd.,533168
shalimar paints ltd.,509874
pnb gilts ltd.,532366
the yamuna syndicate ltd,540980
ramky infrastructure ltd.,533262
d b realty ltd,533160
parag milk foods limited,539889
ngl fine-chem ltd.,524774
sadhana nitrochem ltd.,506642
jmc projects (india) ltd.,522263
vascon engineers ltd,533156
mold-tek packaging limited,533080
effingo textile & trading limi,512207
shakti pumps (india) ltd.,531431
ttk healthcare ltd.,507747
raghav productivity enhancers,539837
sree rayalaseema hi-strength h,532842
music broadcast limited,540366
panacea biotec ltd.,531349
the investment trust of india,530023
moschip technologies limited,532407
harita seating systems ltd.,590043
porsche capital mkt ltd,202984
pearl global industries limite,532808
srikalahasthi pipes limited,513605
mps ltd.,532440
v2 retail ltd.,532867
wardwizard innovations and mob,538970
sunflag iron & steel co.ltd.,500404
monte carlo fashions limited,538836
hind ispat limited,205496
united drilling tools ltd.,522014
shriram epc ltd.,532945
zee media corporation limited,532794
west coast paper mills limited,500444
sanghvi movers ltd.,530073
sanghi industries ltd.,526521
hindustan photo films mfg.co.l,524316
sjvn ltd,533206
stove kraft limited,543260
sterling and wilson solar limi,542760
affle (india) limited,208285
prism johnson limited.,500338
tejas networks limited,540595
rashtriya chemicals & fertiliz,524230
rossari biotech limited,543213
reliance infrastructure ltd.,500390
suzlon energy ltd.,532667
idfc limited,532659
vijaya diagnostic centre limit,543350
paras defence and space techno,543367
navin fluorine international l,532504
wockhardt ltd.,532300
vakrangee limited,511431
v.i.p.industries ltd.,507880
tata metaliks ltd.,513434
sanofi india ltd,500674
navneet education limited,508989
trident ltd.,521064
praj industries ltd.,522205
burger king india limited,543248
morepen laboratories ltd.,500288
shree renuka sugars ltd.,532670
sterlite technologies ltd.,532374
uti asset management company l,543238
nbcc (india) limited,534309
mishra dhatu nigam limited,541195
railtel corporation of india l,543265
tatva chintan pharma chem limi,543321
shrem invit,208220
sundaram-clayton ltd.,520056
shipping corporation of india,523598
paushak ltd.,532742
pds multinational fashions lim,538730
metropolis healthcare limited,542650
nuvoco vistas corporation limi,543334
bse limited,201890
mmtc ltd.,513377
neogen chemicals limited,542665
national aluminium co.ltd.,532234
orient electric limited,541301
indiabulls housing finance ltd,535789
thermax ltd.,500411
triveni turbine ltd.,533655
niit ltd.,500304
nocil ltd.,500730
godawari pow & isp ltd,208321
fertilizers & chemicals travan,590024
ineos styrolution india limite,506222
welspun corp limited,532144
pvr ltd.,532689
welspun india ltd.,514162
pnc infratech limited,539150
procter & gamble health limite,500126
poly medicure ltd.,531768
agro tech foods ltd.,500215
the phoenix mills ltd,503100
sharda cropchem limited,538666
symphony limited,517385
usha martin ltd.,517146
sagar cements ltd.,502090
sun pharma advanced research c,532872
jindal worldwide ltd.,531543
mstc limited,542597
triveni engineering & industri,532356
sumitomo chemical india limite,542920
olectra greentech limited,532439
sonata software ltd.,532221
westlife development ltd.,505533
spicejet ltd.,500285
sis limited,540673
techno electric & engineering,542141
subros ltd.,517168
raymond ltd.,500330
nilkamal ltd.,523385
inox leisure ltd.,532706
nesco ltd.,505355
rites limited,541556
puravankara limited,532891
timken india ltd.,522113
thomas cook (india) ltd.,500413
surya roshni ltd.,500336
thirumalai chemicals ltd.,500412
motilal oswal financial servic,532892
sital leasing and fin ltd,204711
wabco india ltd.,533023
rajesh exports ltd.,531500
optiemus infracom ltd,530135
somany ceramics ltd.,531548
vrl logistics limited,539118
prime focus ltd.,532748
sarda energy & minerals ltd.,504614
vesuvius india ltd.,520113
sundram fasteners ltd.,500403
venkys (india) ltd.,523261
suprajit engineering ltd.,532509
ramkrishna forgings ltd.,532527
rattanindia power ltd.,533122
surabhi chemicals & investment,512311
narayana hrudayalaya limited,539551
r systems international ltd.,532735
rail vikas nigam limited,542649
pilani investment and industri,539883
nazara technologies limited,543280
paisalo digital limited,532900
tinplate company of india ltd.,504966
rpsg ventures limited,542333
route mobile limited,543228
rajratan global wire ltd.,517522
jindal stainless (hisar) limit,539597
star cement limited,540575
tanla platforms limited,532790
tide water oil (india) ltd.,590005
chemplast sanmar limited,543336
tasty bite eatables ltd.,519091
moil ltd.,533286
tata coffee ltd.,532301
mrs. bectors food specialities,543253
seamec ltd.,526807
shoppers stop ltd.,532638
s h kelkar and company limited,539450
poonawalla fincorp limited,524000
uflex ltd.,500148
tata teleservices (maharashtra,532371
zensar technologies ltd.,504067
technocraft industries (india),532804
ujjivan small finance bank lim,542904
valiant organics limited,540145
pnb housing finance limited,540173
spandana sphoorty financial li,542759
tci express limited,540212
nlc india limited,513683
thyrocare technologies limited,539871
phillips carbon black ltd.,506590
punjab & sind bank,533295
rallis india ltd.,500355
ramco industries ltd.,532369
reliance power ltd.,532939
quess corp limited,539978
newgen software technologies l,540900
religare enterprises ltd.,532915
solara active pharma sciences,541540
polyplex corporation ltd.,524051
skf india ltd.,500472
rolex rings limited,543325
sudarshan chemical industries,506655
supreme petrochem ltd.,500405
swan energy ltd.,503310
v-mart retail ltd.,534976
varroc engineering limited,541578
sobha,532784
tata investment corporation lt,501301
tata steel long products limit,513010
south indian bank ltd.,532218
transport corporation of india,532349
responsive industries ltd.,505509
prince pipes and fittings limi,542907
ttk prestige ltd.,517506
uco bank,532505
ratnamani metals & tubes ltd.,520111
vst industries ltd.,509966
shriram city union finance ltd,532498
central depo ser (i) ltd,201232
rhi magnesita india limited,534076
multi commodity exchange of in,534091
subex ltd.,532348
v.s.t.tillers tractors ltd.,531266
zydus wellness ltd.,531335
tcns clothing co. limited,541700
shilpa medicare ltd.,530549
steel strips wheels ltd.,513262
sunteck realty ltd.,512179
sequent scientific ltd.,512529
shyam metalics and energy limi,543299
prestige estates projects ltd.,533274
tata steel bsl limited,500055
vardhman textiles ltd.,502986
rattanindia enterprises limite,534597
schneider electric infrastruct,534139
minda corporation limited,538962
gateway distriparks ltd.,532622
rain industries limited,500339
mtar technologies limited,543270
ncc limited,500294
national fertilizers ltd.,523630
network18 media & investments,532798
orient cement ltd,535754
ptc india ltd.,532524
vaibhav global ltd,532156
sportking india ltd.,539221
tv18 broadcast ltd.,532800
redington (india) ltd.,532805
rupa & company ltd.,533552
nirlon ltd.,500307
sheela foam limited,540203
share india securities limited,540725
strides pharma science limited,532531
radico khaitan ltd.,532497
v-guard industries ltd.,532953
sansera engineering limited,543358
va tech wabag ltd.,533269
privi speciality chemicals lim,530117
oriental aromatics limited,500078
ircon international ltd,541956
rbl bank limited,540065
saregama india ltd.,532163
teamlease services limited,539658
natco pharma ltd.,524816
equitas holdings limited,539844
housing development finance co,500010
reliance industries ltd.,500325
siemens ltd.,500550
cadila healthcare ltd.,532321
sbi cards and payment services,543066
mindtree ltd.,532819
rec limited,532955
sun pharmaceutical industries,524715
state bank of india,500112
shree cement ltd.,500387
sona blw precision forgings li,543300
wipro ltd.,507685
tata steel ltd.,500470
tata chemicals ltd.,500770
oberoi realty ltd.,533273
steel authority of india ltd.,500113
sbi life insurance company lim,540719
relaxo footwears ltd.,530517
power finance corporation ltd.,532810
piramal enterprises ltd.,500302
tata communications ltd.,500483
tata motors ltd.,500570
punjab national bank,532461
procter & gamble hygiene & hea,500459
pfizer ltd.,500680
tata consumer products limited,500800
supreme industries ltd.,509930
varun beverages limited,540180
vedanta limited,500295
oil and natural gas corporatio,500312
voltas ltd.,500575
nestle india ltd.,500790
tata power co.ltd.,500400
zee entertainment enterprises,505537
persistent systems ltd.,533179
oil india ltd.,533106
titan company limited,500114
nippon life india asset manage,540767
pidilite industries ltd.,500331
the ramco cements limited,500260
indian rail tour corp ltd,208324
solar industries india ltd.,532725
petronet lng ltd.,532522
mphasis ltd.,526299
syngene international limited,539268
minda industries ltd.,532539
vinati organics ltd.,524200
muthoot finance ltd.,533398
sun tv network ltd.,532733
polycab india limited,542652
tata consultancy services ltd.,532540
the new india assurance compan,540769
ultratech cement ltd.,532538
tvs motor company ltd.,532343
schaeffler india limited,505790
yes bank ltd.,532648
nmdc ltd.,526371
p.i.industries ltd.,523642
ruchi soya industries ltd.,500368
upl limited,512070
srf ltd.,503806
sundaram finance ltd.,590071
tech mahindra ltd.,532755
vodafone idea  limited,532822
tata elxsi ltd.,500408
torrent pharmaceuticals ltd.,500420
united breweries ltd.,532478
union bank of india,532477
whirlpool of india ltd.,500238
shriram transport finance co.l,511218
ntpc ltd.,532555
power grid corporation of indi,532898
page industries ltd.,532827
motherson sumi systems ltd.,517334
torrent power ltd.,532779
nhpc ltd.,533098
trent ltd.,500251
united spirits ltd.,532432
oracle financial services soft,532466
mrf ltd.,500290
tube investments of india ltd,540762
